ENTREZID	ENSEMBL	SYMBOL	GENENAME
258793	ENSMUSG00000056858	Olfr1502	olfactory receptor 1502
53973	ENSMUSG00000075551	Cyp3a41a	cytochrome P450, family 3, subfamily a, polypeptide 41A
337924	ENSMUSG00000054417	Cyp3a44	cytochrome P450, family 3, subfamily a, polypeptide 44
13112	ENSMUSG00000056035	Cyp3a11	cytochrome P450, family 3, subfamily a, polypeptide 11
258626	ENSMUSG00000057270	Olfr1501	olfactory receptor 1501
100041449	ENSMUSG00000061292	Cyp3a59	cytochrome P450, family 3, subfamily a, polypeptide 59
433961	ENSMUSG00000104752	Gm5565	predicted gene 5565
622306	ENSMUSG00000096798	Gm6309	predicted gene 6309
545578	NA	Gm5858	predicted gene 5858
258097	ENSMUSG00000054526	Olfr1500	olfactory receptor 1500
258792	ENSMUSG00000045395	Olfr1499	olfactory receptor 1499
264064	ENSMUSG00000029635	Cdk8	cyclin-dependent kinase 8
100628626	NA	NA	NA
258736	ENSMUSG00000044040	Olfr1497	olfactory receptor 1497
258991	ENSMUSG00000048356	Olfr1496	olfactory receptor 1496
622924	ENSMUSG00000096527	Gm6370	predicted gene 6370
67410	ENSMUSG00000079093	4930449I24Rik	RIKEN cDNA 4930449I24 gene
100041548	ENSMUSG00000041505	Gm3402	predicted gene 3402
100041554	ENSMUSG00000079091	Gm3404	predicted gene 3404
100041566	ENSMUSG00000096664	Gm3409	predicted gene 3409
100041578	ENSMUSG00000095557	Gm3415	predicted gene 3415
14738	ENSMUSG00000041468	Gpr12	G-protein coupled receptor 12
258341	ENSMUSG00000047207	Olfr1495	olfactory receptor 1495
20447	ENSMUSG00000052544	St6galnac3	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3
258992	ENSMUSG00000050865	Olfr1494	olfactory receptor 1494
258342	ENSMUSG00000051156	Olfr1491	olfactory receptor 1491
258098	ENSMUSG00000061387	Olfr1490	olfactory receptor 1490
70840	ENSMUSG00000019834	Slc22a16	solute carrier family 22 (organic cation transporter), member 16
11702	ENSMUSG00000075232	Amd1	S-adenosylmethionine decarboxylase 1
14842	ENSMUSG00000053129	Gsx1	GS homeobox 1
70147	ENSMUSG00000092570	Plut	PDX1 associated lncRNA, upregulator of transcription
18609	ENSMUSG00000029644	Pdx1	pancreatic and duodenal homeobox 1
258628	ENSMUSG00000045678	Olfr1489	olfactory receptor 1489
231903	ENSMUSG00000075543	Urad	ureidoimidazoline (2-oxo-4-hydroxy-4-carboxy-5) decarboxylase
14255	ENSMUSG00000042817	Flt3	FMS-like tyrosine kinase 3
100039805	ENSMUSG00000106820	D5Ertd605e	DNA segment, Chr 5, ERATO Doi 605, expressed
26938	ENSMUSG00000039037	St6galnac5	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5
14254	ENSMUSG00000029648	Flt1	FMS-like tyrosine kinase 1
258629	ENSMUSG00000094846	Olfr1487	olfactory receptor 1487
71706	ENSMUSG00000029650	Slc46a3	solute carrier family 46, member 3
77521	ENSMUSG00000029651	Mtus2	microtubule associated tumor suppressor candidate 2
258288	ENSMUSG00000096289	Olfr1484	olfactory receptor 1484
404339	ENSMUSG00000095484	Olfr1480	olfactory receptor 1480
67371	ENSMUSG00000019837	Gtf3c6	general transcription factor IIIC, polypeptide 6, alpha
70138	ENSMUSG00000086494	2210417A02Rik	RIKEN cDNA 2210417A02 gene
258691	ENSMUSG00000071629	Olfr1477	olfactory receptor 1477
71473	ENSMUSG00000079069	8430423G03Rik	RIKEN cDNA 8430423G03 gene
633285	ENSMUSG00000033882	Rbm46	RNA binding motif protein 46
258298	ENSMUSG00000096708	Olfr1475	olfactory receptor 1475
50911	ENSMUSG00000027714	Exosc9	exosome component 9
258123	ENSMUSG00000096273	Olfr1474	olfactory receptor 1474
433966	ENSMUSG00000097191	5730422E09Rik	RIKEN cDNA 5730422E09 gene
258685	ENSMUSG00000095189	Olfr1472	olfactory receptor 1472
231915	ENSMUSG00000041264	Uspl1	ubiquitin specific peptidase like 1
258231	ENSMUSG00000096320	Olfr1471	olfactory receptor 1471
258690	ENSMUSG00000063777	Olfr1469	olfactory receptor 1469
100503484	NA	Gm19719	predicted gene, 19719
258686	ENSMUSG00000049015	Olfr1467	olfactory receptor 1467
258689	ENSMUSG00000096485	Olfr1466	olfactory receptor 1466
100415916	ENSMUSG00000107132	Gm15997	predicted gene 15997
215928	ENSMUSG00000038528	Mfsd4b5	major facilitator superfamily domain containing 4B5
258121	ENSMUSG00000062199	Olfr1465	olfactory receptor 1465
258120	ENSMUSG00000096365	Olfr1463	olfactory receptor 1463
258688	ENSMUSG00000094721	Olfr1462	olfactory receptor 1462
258299	ENSMUSG00000045883	Olfr1461	olfactory receptor 1461
100861794	ENSMUSG00000106740	Gm21221	predicted gene, 21221
70969	ENSMUSG00000107214	4930500F04Rik	RIKEN cDNA 4930500F04 gene
140498	ENSMUSG00000053368	Rxfp2	relaxin/insulin-like family peptide receptor 2
258684	ENSMUSG00000057503	Olfr1459	olfactory receptor 1459
78212	ENSMUSG00000086273	Rbm46os	RNA binding motif protein 46, opposite strand
667271	ENSMUSG00000062844	Olfr1458	olfactory receptor 1458
258568	ENSMUSG00000061637	Olfr1457	olfactory receptor 1457
258687	ENSMUSG00000094986	Olfr1454	olfactory receptor 1454
258695	ENSMUSG00000094755	Olfr1453	olfactory receptor 1453
79235	ENSMUSG00000028003	Lrat	lecithin-retinol acyltransferase (phosphatidylcholine-retinol-O-acyltransferase)
258700	ENSMUSG00000046913	Olfr1451	olfactory receptor 1451
258368	ENSMUSG00000062892	Olfr1450	olfactory receptor 1450
258300	ENSMUSG00000049498	Olfr1449	olfactory receptor 1449
625175	ENSMUSG00000097321	1700028E10Rik	RIKEN cDNA 1700028E10 gene
632671	ENSMUSG00000091794	Vmn2r18	vomeronasal 2, receptor 18
213332	NA	Mfsd4b4	major facilitator superfamily domain containing 4B4
100503733	ENSMUSG00000094741	LOC100503733	PRAME family member 8-like
665290	ENSMUSG00000094337	LOC665290	PRAME family member 8
624931	ENSMUSG00000095570	LOC624931	PRAME family member 8-like
665755	ENSMUSG00000096728	LOC665755	PRAME family member 8-like
100862115	ENSMUSG00000095666	LOC100862115	PRAME family member 8-like
100862166	NA	NA	NA
665521	NA	BC080696	cDNA sequence BC080696
100862150	NA	LOC100862150	PRAME family member 6-like
100862230	NA	NA	NA
100862192	ENSMUSG00000096236	LOC100862192	PRAME family member 8-like
100862202	ENSMUSG00000096756	LOC100862202	PRAME family member 8-like
100862180	ENSMUSG00000074011	LOC100862180	PRAME family member 8-like
100862245	ENSMUSG00000094722	LOC100862245	PRAME family member 8-like
100861655	NA	LOC100861655	PRAME family member 8-like
100861624	NA	NA	NA
100041712	ENSMUSG00000094474	LOC100041712	PRAME family member 8-like
100041672	NA	LOC100041672	PRAME family member 9/15-like
384199	NA	NA	NA
625240	NA	NA	NA
545762	ENSMUSG00000096550	Gm16367	predicted gene 16367
545763	ENSMUSG00000095475	LOC545763	uncharacterized LOC545763
620551	ENSMUSG00000094172	LOC620551	PRAME family member 8-like
100041806	ENSMUSG00000094887	LOC100041806	PRAME family member 9/15-like
665729	NA	NA	NA
100039010	ENSMUSG00000095763	LOC100039010	PRAME family member 8-like
100038995	ENSMUSG00000095523	LOC100038995	PRAME family member 8-like
100861603	NA	NA	NA
620639	ENSMUSG00000094855	LOC620639	uncharacterized LOC620639
258696	ENSMUSG00000048456	Olfr1448	olfactory receptor 1448
50929	ENSMUSG00000074695	Il22	interleukin 22
77579	ENSMUSG00000020900	Myh10	myosin, heavy polypeptide 10, non-muscle
258698	ENSMUSG00000060303	Olfr1447	olfactory receptor 1447
116849	ENSMUSG00000090461	Iltifb	interleukin 10-related T cell-derived inducible factor beta
11923	ENSMUSG00000048015	Neurod4	neurogenic differentiation 4
12311	ENSMUSG00000023964	Calcr	calcitonin receptor
100124468	ENSMUSG00000076357	Mir653	microRNA 653
723877	ENSMUSG00000070107	Mir489	microRNA 489
258699	ENSMUSG00000057817	Olfr1446	olfactory receptor 1446
14699	ENSMUSG00000029663	Gngt1	guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 1
258694	ENSMUSG00000045126	Olfr1445	olfactory receptor 1445
258697	ENSMUSG00000046272	Olfr1444	olfactory receptor 1444
664779	ENSMUSG00000024695	Gm44505	predicted readthrough transcript (NMD candidate), 44505
100862129	NA	NA	NA
213819	ENSMUSG00000015189	Casd1	CAS1 domain containing 1
64697	ENSMUSG00000024694	Keg1	kidney expressed gene 1
170676	ENSMUSG00000092035	Peg10	paternally expressed 10
258693	ENSMUSG00000045030	Olfr1443	olfactory receptor 1443
258692	ENSMUSG00000044441	Olfr1442	olfactory receptor 1442
18979	ENSMUSG00000002588	Pon1	paraoxonase 1
269823	ENSMUSG00000029759	Pon3	paraoxonase 3
107146	ENSMUSG00000063683	Glyat	glycine-N-acyltransferase
240549	ENSMUSG00000071633	Gm4952	predicted gene 4952
14360	ENSMUSG00000019843	Fyn	Fyn proto-oncogene
13426	ENSMUSG00000029757	Dync1i1	dynein cytoplasmic 1 intermediate chain 1
74333	ENSMUSG00000086213	A330040F15Rik	RIKEN cDNA A330040F15 gene
56093	ENSMUSG00000040065	Pfpl	pore forming protein-like
258678	ENSMUSG00000050815	Olfr1441	olfactory receptor 1441
320038	NA	Dlx6os1	distal-less homeobox 6, opposite strand 1
13396	ENSMUSG00000029754	Dlx6	distal-less homeobox 6
13397	ENSMUSG00000094868	Dlx6os2	distal-less homeobox 6, opposite strand 2
13395	ENSMUSG00000029755	Dlx5	distal-less homeobox 5
71238	ENSMUSG00000042505	Sdhaf3	succinate dehydrogenase complex assembly factor 3
100502597	NA	Gm19272	predicted gene, 19272
14161	ENSMUSG00000028001	Fga	fibrinogen alpha chain
258679	ENSMUSG00000046650	Olfr1440	olfactory receptor 1440
258117	ENSMUSG00000096436	Olfr1437	olfactory receptor 1437
258682	ENSMUSG00000067513	Olfr1436	olfactory receptor 1436
258680	ENSMUSG00000095640	Olfr1434	olfactory receptor 1434
258681	ENSMUSG00000060049	Olfr235	olfactory receptor 235
258683	ENSMUSG00000067519	Olfr262	olfactory receptor 262
258409	ENSMUSG00000094133	Olfr1431	olfactory receptor 1431
100862035	NA	NA	NA
258677	ENSMUSG00000067522	Olfr76	olfactory receptor 76
258673	ENSMUSG00000067524	Olfr1428	olfactory receptor 1428
258674	ENSMUSG00000067525	Olfr1427	olfactory receptor 1427
18231	ENSMUSG00000046178	Nxph1	neurexophilin 1
57866	NA	AA545190	EST AA545190
258155	ENSMUSG00000067526	Olfr1425	olfactory receptor 1425
258676	ENSMUSG00000067528	Olfr1424	olfactory receptor 1424
100504223	NA	NA	NA
668203	NA	Gm9044	predicted gene 9044
258675	ENSMUSG00000067529	Olfr1423	olfactory receptor 1423
215919	ENSMUSG00000094311	Rfpl4b	ret finger protein-like 4B
232585	ENSMUSG00000079679	Vwde	von Willebrand factor D and EGF domains
277899	NA	Gm725	predicted gene 725
69413	ENSMUSG00000101894	1700016P04Rik	RIKEN cDNA 1700016P04 gene
100862155	NA	NA	NA
76303	ENSMUSG00000024687	Osbp	oxysterol binding protein
257938	ENSMUSG00000067545	Olfr1419	olfactory receptor 1419
258227	ENSMUSG00000060556	Olfr1418	olfactory receptor 1418
76311	ENSMUSG00000097616	1110019D14Rik	RIKEN cDNA 1110019D14 gene
258938	ENSMUSG00000048292	Olfr1417	olfactory receptor 1417
53317	ENSMUSG00000027998	Plrg1	pleiotropic regulator 1
225923	ENSMUSG00000055933	Oosp3	oocyte secreted protein 3
170834	ENSMUSG00000041857	Oosp1	oocyte secreted protein 1
100504308	NA	Gm15473	predicted gene 15473
225922	ENSMUSG00000055895	Oosp2	oocyte secreted protein 2
170813	ENSMUSG00000024681	Ms4a3	membrane-spanning 4-domains, subfamily A, member 3
100862080	NA	NA	NA
14126	ENSMUSG00000024680	Ms4a2	membrane-spanning 4-domains, subfamily A, member 2
69774	ENSMUSG00000024677	Ms4a6b	membrane-spanning 4-domains, subfamily A, member 6B
100502579	NA	Gm19261	predicted gene, 19261
12343	ENSMUSG00000015733	Capza2	capping protein (actin filament) muscle Z-line, alpha 2
100504329	NA	NA	NA
666926	ENSMUSG00000058470	Gm8369	predicted gene 8369
22413	ENSMUSG00000010797	Wnt2	wingless-type MMTV integration site family, member 2
74068	ENSMUSG00000010796	Asz1	ankyrin repeat, SAM and basic leucine zipper domain containing 1
12638	ENSMUSG00000041301	Cftr	cystic fibrosis transmembrane conductance regulator
319415	ENSMUSG00000044499	Hs3st5	heparan sulfate (glucosamine) 3-O-sulfotransferase 5
100041585	ENSMUSG00000063953	Amd2	S-adenosylmethionine decarboxylase 2
15061	ENSMUSG00000039146	Ifi44l	interferon-induced protein 44 like
75196	ENSMUSG00000029517	Ankrd7	ankyrin repeat domain 7
100504727	NA	BE692007	expressed sequence BE692007
60361	ENSMUSG00000056290	Ms4a4b	membrane-spanning 4-domains, subfamily A, member 4B
71777	ENSMUSG00000029670	Ing3	inhibitor of growth family, member 3
666907	ENSMUSG00000101389	Ms4a4a	membrane-spanning 4-domains, subfamily A, member 4A
269063	ENSMUSG00000054523	Ms4a5	membrane-spanning 4-domains, subfamily A, member 5
93735	ENSMUSG00000029671	Wnt16	wingless-type MMTV integration site family, member 16
12482	ENSMUSG00000024673	Ms4a1	membrane-spanning 4-domains, subfamily A, member 1
319638	ENSMUSG00000039480	Nt5dc1	5'-nucleotidase domain containing 1
75138	ENSMUSG00000097091	4930526L06Rik	RIKEN cDNA 4930526L06 gene
73191	ENSMUSG00000029697	Fezf1	Fez family zinc finger 1
73466	ENSMUSG00000057240	Ms4a13	membrane-spanning 4-domains, subfamily A, member 13
69416	ENSMUSG00000024728	1700025F22Rik	RIKEN cDNA 1700025F22 gene
69369	ENSMUSG00000024729	1700017D01Rik	RIKEN cDNA 1700017D01 gene
387347	ENSMUSG00000043865	Tas2r118	taste receptor, type 2, member 118
55961	ENSMUSG00000029700	Slc13a1	solute carrier family 13 (sodium/sulfate symporters), member 1
100503859	ENSMUSG00000098659	1110015O18Rik	RIKEN cDNA 1110015O18 gene
212898	ENSMUSG00000039497	Dse	dermatan sulfate epimerase
78910	ENSMUSG00000029685	Asb15	ankyrin repeat and SOCS box-containing 15
93677	ENSMUSG00000029683	Lmod2	leiomodin 2 (cardiac)
258297	ENSMUSG00000045559	Olfr827	olfactory receptor 827
74409	ENSMUSG00000029679	Hyal6	hyaluronoglucosaminidase 6
77042	ENSMUSG00000029680	Hyal4	hyaluronoglucosaminidase 4
20690	ENSMUSG00000029682	Spam1	sperm adhesion molecule 1
74468	ENSMUSG00000029678	Hyal5	hyaluronoglucosaminidase 5
319832	ENSMUSG00000048022	Tmem229a	transmembrane protein 229A
64381	ENSMUSG00000024730	Ms4a8a	membrane-spanning 4-domains, subfamily A, member 8A
76002	ENSMUSG00000094584	Ms4a18	membrane-spanning 4-domains, subfamily A, member 18
626904	ENSMUSG00000106799	Gm20756	predicted gene, 20756
69826	ENSMUSG00000024731	Ms4a10	membrane-spanning 4-domains, subfamily A, member 10
735266	ENSMUSG00000076067	Mir592	microRNA 592
100526545	ENSMUSG00000092727	Mir3062	microRNA 3062
12511	ENSMUSG00000024670	Cd6	CD6 antigen
12507	ENSMUSG00000024669	Cd5	CD5 antigen
11844	ENSMUSG00000020440	Arf5	ADP-ribosylation factor 5
107305	ENSMUSG00000048832	Vps37c	vacuolar protein sorting 37C
18506	ENSMUSG00000029706	Pax4	paired box 4
75096	NA	4930524O05Rik	RIKEN cDNA 4930524O05 gene
212892	ENSMUSG00000039552	Rsph4a	radial spoke head 4 homolog A (Chlamydomonas)
387237	ENSMUSG00000065469	Mir129-1	microRNA 129-1
100038433	NA	9130213A22Rik	RIKEN cDNA 9130213A22 gene
22287	ENSMUSG00000024653	Scgb1a1	secretoglobin, family 1A, member 1 (uteroglobin)
70044	ENSMUSG00000071645	Tut1	terminal uridylyl transferase 1, U6 snRNA-specific
57430	ENSMUSG00000069668	Sult3a1	sulfotransferase family 3A, member 1
215895	ENSMUSG00000090298	Sult3a2	sulfotransferase family 3A, member 2
215890	ENSMUSG00000019785	Clvs2	clavesin 2
330277	ENSMUSG00000039742	Fam71f1	family with sequence similarity 71, member F1
277773	ENSMUSG00000050141	Fam205c	family with sequence similarity 205, member C
225898	ENSMUSG00000071647	Eml3	echinoderm microtubule associated protein like 3
100862254	NA	NA	NA
170757	ENSMUSG00000039167	Adgrl4	adhesion G protein-coupled receptor L4
66144	ENSMUSG00000004285	Atp6v1f	ATPase, H+ transporting, lysosomal V1 subunit F
66276	ENSMUSG00000071653	1810009A15Rik	RIKEN cDNA 1810009A15 gene
69460	ENSMUSG00000101334	1700028M03Rik	RIKEN cDNA 1700028M03 gene
442820	ENSMUSG00000112707	D830005E20Rik	RIKEN cDNA D830005E20 gene
100628605	ENSMUSG00000093314	Mir5136	microRNA 5136
225896	ENSMUSG00000071655	Ubxn1	UBX domain protein 1
14705	ENSMUSG00000071657	Bscl2	Berardinelli-Seip congenital lipodystrophy 2 (seipin)
14704	ENSMUSG00000071658	Gng3	guanine nucleotide binding protein (G protein), gamma 3
67706	ENSMUSG00000003680	Tmem179b	transmembrane protein 179B
76419	ENSMUSG00000045709	Smkr-ps	smal lysine rich protein 1, pseudogene
17254	ENSMUSG00000010095	Slc3a2	solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2
18399	ENSMUSG00000024650	Slc22a6	solute carrier family 22 (organic anion transporter), member 6
723886	ENSMUSG00000065586	Mir96	microRNA 96
387178	ENSMUSG00000065619	Mir183	microRNA 183
19879	ENSMUSG00000063796	Slc22a8	solute carrier family 22 (organic anion transporter), member 8
22214	ENSMUSG00000039159	Ube2h	ubiquitin-conjugating enzyme E2H
100862136	NA	NA	NA
319800	ENSMUSG00000052562	Slc22a30	solute carrier family 22, member 30
236293	ENSMUSG00000075044	Slc22a29	solute carrier family 22. member 29
434674	ENSMUSG00000063590	Slc22a28	solute carrier family 22, member 28
75647	ENSMUSG00000029784	Ssmem1	serine-rich single-pass membrane protein 1
171405	ENSMUSG00000067656	Slc22a27	solute carrier family 22, member 27
100862143	NA	NA	NA
71791	ENSMUSG00000039070	Cpa4	carboxypeptidase A4
74649	ENSMUSG00000029788	Cpa5	carboxypeptidase A5
109697	ENSMUSG00000054446	Cpa1	carboxypeptidase A1, pancreatic
207151	ENSMUSG00000024757	Slc22a19	solute carrier family 22 (organic anion transporter), member 19
100628568	ENSMUSG00000092830	Mir3963	microRNA 3963
654802	NA	1700105P06Rik	RIKEN cDNA 1700105P06 gene
381482	NA	Gm1653	predicted gene 1653
116732	ENSMUSG00000039032	Tsga13	testis specific gene A13
237523	ENSMUSG00000035916	Ptprq	protein tyrosine phosphatase, receptor type, Q
396184	ENSMUSG00000047787	Flrt1	fibronectin leucine rich transmembrane protein 1
387223	ENSMUSG00000065604	Mir29b-1	microRNA 29b-1
108101	ENSMUSG00000024965	Fermt3	fermitin family member 3
100503869	ENSMUSG00000086212	Mkln1os	muskelin 1, intracellular mediator containing kelch motifs, opposite strand
14227	ENSMUSG00000056629	Fkbp2	FK506 binding protein 2
100038391	NA	Gm10287	predicted gene 10287
76382	ENSMUSG00000029766	1700012A03Rik	RIKEN cDNA 1700012A03 gene
67674	ENSMUSG00000038812	Trmt112	tRNA methyltransferase 11-2
319849	ENSMUSG00000086763	Plxna4os1	plexin A4, opposite strand 1
100628576	ENSMUSG00000104884	Mir5046	microRNA 5046
100502687	NA	NA	NA
20521	ENSMUSG00000061742	Slc22a12	solute carrier family 22 (organic anion/cation transporter), member 12
20521	ENSMUSG00000107099	Slc22a12	solute carrier family 22 (organic anion/cation transporter), member 12
18190	ENSMUSG00000033768	Nrxn2	neurexin II
18190	ENSMUSG00000107104	Nrxn2	neurexin II
15214	ENSMUSG00000019789	Hey2	hairy/enhancer-of-split related with YRPW motif 2
11677	ENSMUSG00000001642	Akr1b3	aldo-keto reductase family 1, member B3 (aldose reductase)
14187	ENSMUSG00000029762	Akr1b8	aldo-keto reductase family 1, member B8
100503066	NA	NA	NA
26412	ENSMUSG00000024948	Map4k2	mitogen-activated protein kinase kinase kinase kinase 2
26412	ENSMUSG00000106850	Map4k2	mitogen-activated protein kinase kinase kinase kinase 2
12183	ENSMUSG00000038871	Bpgm	2,3-bisphosphoglycerate mutase
99633	ENSMUSG00000028184	Adgrl2	adhesion G protein-coupled receptor L2
20415	ENSMUSG00000005202	Shbg	sex hormone binding globulin
100503921	NA	Gm19966	predicted gene, 19966
320024	ENSMUSG00000027698	Nceh1	neutral cholesterol ester hydrolase 1
68487	ENSMUSG00000057137	Tmem140	transmembrane protein 140
387187	ENSMUSG00000065523	Mir192	microRNA 192
329015	ENSMUSG00000024773	Atg2a	autophagy related 2A
329015	ENSMUSG00000106907	Atg2a	autophagy related 2A
100862017	NA	NA	NA
69215	ENSMUSG00000069835	Sat2	spermidine/spermine N1-acetyl transferase 2
258671	ENSMUSG00000059862	Olfr826	olfactory receptor 826
56327	ENSMUSG00000024944	Arl2	ADP-ribosylation factor-like 2
433215	ENSMUSG00000047733	Tmem262	transmembrane protein 262
29805	ENSMUSG00000075227	Znhit2	zinc finger, HIT domain containing 2
208164	ENSMUSG00000047420	Fam180a	family with sequence similarity 180, member A
73409	ENSMUSG00000107341	1700065J11Rik	RIKEN cDNA 1700065J11 gene
14489	ENSMUSG00000029840	Mtpn	myotrophin
319472	ENSMUSG00000073154	9330158H04Rik	RIKEN cDNA 9330158H04 gene
258672	ENSMUSG00000058084	Olfr825	olfactory receptor 825
735279	ENSMUSG00000070075	Mir490	microRNA 490
258669	ENSMUSG00000095804	Olfr824	olfactory receptor 824
381203	ENSMUSG00000037451	Slc22a20	solute carrier family 22 (organic anion transporter), member 20
73585	NA	1700111E14Rik	RIKEN cDNA 1700111E14 gene
24070	ENSMUSG00000018761	Mpdu1	mannose-P-dolichol utilization defect 1
208665	ENSMUSG00000038641	Akr1d1	aldo-keto reductase family 1, member D1
624713	NA	Gm6525	ribosomal protein L36a pseudogene
104252	ENSMUSG00000045664	Cdc42ep2	CDC42 effector protein (Rho GTPase binding) 2
320590	ENSMUSG00000029830	Svopl	SV2 related protein homolog (rat)-like
75309	ENSMUSG00000104004	4930565D16Rik	RIKEN cDNA 4930565D16 gene
77522	ENSMUSG00000029829	Tmem213	transmembrane protein 213
330286	ENSMUSG00000063455	D630045J12Rik	RIKEN cDNA D630045J12 gene
19708	ENSMUSG00000024826	Dpf2	D4, zinc and double PHD fingers family 2
100316840	ENSMUSG00000088752	Mir1934	microRNA 1934
56629	ENSMUSG00000028185	Dnase2b	deoxyribonuclease II beta
69595	NA	Frmd8os	FERM domain containing 8, opposite strand
100502960	NA	Gm19474	predicted gene, 19474
192196	ENSMUSG00000029823	Luc7l2	LUC7-like 2 (S. cerevisiae)
72289	ENSMUSG00000092341	Malat1	metastasis associated lung adenocarcinoma transcript 1 (non-coding RNA)
15213	ENSMUSG00000040289	Hey1	hairy/enhancer-of-split related with YRPW motif 1
16998	ENSMUSG00000024940	Ltbp3	latent transforming growth factor beta binding protein 3
403175	ENSMUSG00000047819	Tigd4	tigger transposable element derived 4
619441	ENSMUSG00000018752	Tnfsfm13	tumor necrosis factor (ligand) superfamily, membrane-bound member 13
19697	ENSMUSG00000024927	Rela	v-rel reticuloendotheliosis viral oncogene homolog A (avian)
69986	ENSMUSG00000100121	1700025N23Rik	RIKEN cDNA 1700025N23 gene
100861946	NA	NA	NA
668213	NA	Gm9048	predicted gene 9048
100504540	NA	Gm20276	predicted gene, 20276
58859	ENSMUSG00000024909	Efemp2	epidermal growth factor-containing fibulin-like extracellular matrix protein 2
622178	NA	Gm6293	predicted pseudogene 6293
74931	ENSMUSG00000086938	4930481A15Rik	RIKEN cDNA 4930481A15 gene
73720	ENSMUSG00000024846	Cst6	cystatin E/M
74753	ENSMUSG00000028331	Trmo	tRNA methyltransferase O
209773	ENSMUSG00000038456	Dennd2a	DENN/MADD domain containing 2A
225865	ENSMUSG00000038498	Catsper1	cation channel, sperm associated 1
319322	ENSMUSG00000024853	Sf3b2	splicing factor 3b, subunit 2
56293	ENSMUSG00000018776	Slc35g3	solute carrier family 35, member G3
212448	ENSMUSG00000004360	9330159F19Rik	RIKEN cDNA 9330159F19 gene
14548	ENSMUSG00000029918	Mrps33	mitochondrial ribosomal protein S33
68090	ENSMUSG00000024875	Yif1a	Yip1 interacting factor homolog A (S. cerevisiae)
69923	ENSMUSG00000029916	Agk	acylglycerol kinase
70445	ENSMUSG00000056481	Cd248	CD248 antigen, endosialin
22035	ENSMUSG00000039304	Tnfsf10	tumor necrosis factor (ligand) superfamily, member 10
381760	ENSMUSG00000029911	Ssbp1	single-stranded DNA binding protein 1
574417	ENSMUSG00000052850	Tas2r137	taste receptor, type 2, member 137
57253	ENSMUSG00000037140	Tas2r108	taste receptor, type 2, member 108
67690	ENSMUSG00000029909	Prss37	protease, serine 37
11443	ENSMUSG00000041189	Chrnb1	cholinergic receptor, nicotinic, beta polypeptide 1 (muscle)
258381	ENSMUSG00000045514	Olfr460	olfactory receptor 460
107392	ENSMUSG00000080268	Brms1	breast cancer metastasis-suppressor 1
387513	ENSMUSG00000058250	Tas2r138	taste receptor, type 2, member 138
380705	ENSMUSG00000089876	Tmem102	transmembrane protein 102
194357	ENSMUSG00000029885	Moxd2	monooxygenase, DBH-like 2
621968	NA	Trbv1	T cell receptor beta, variable 1
232717	ENSMUSG00000051936	Prss58	protease, serine 58
73481	ENSMUSG00000029883	1700074P13Rik	RIKEN cDNA 1700074P13 gene
73626	ENSMUSG00000094808	1810009J06Rik	RIKEN cDNA 1810009J06 gene
100861931	NA	NA	NA
320782	ENSMUSG00000056498	Tmem154	transmembrane protein 154
100124659	NA	Trbv2	T cell receptor beta, variable 2
100039790	NA	Trbv3	T cell receptor beta, variable 3
100124660	NA	Trbv4	T cell receptor beta, variable 10
100124661	NA	Trbv5	T cell receptor beta, variable 5
100124671	NA	Trbv11	T cell receptor beta variable 11
100124672	NA	Trbv12-1	T cell receptor beta, variable 12-1
100124673	NA	Trbv13-1	T cell receptor beta, variable 13-1
100124674	NA	Trbv12-2	T cell receptor beta, variable 12-2
100124675	NA	Trbv13-2	T cell receptor beta, variable 13-2
100124677	NA	Trbv13-3	T cell receptor beta, variable 13-3
100124678	NA	Trbv14	T cell receptor beta, variable 14
100124679	NA	Trbv15	T cell receptor beta, variable 15
100124680	NA	Trbv16	T cell receptor beta, variable 16
100124681	NA	Trbv17	T cell receptor beta, variable 17
100124682	NA	Trbv18	T cell receptor beta variable 18
11854	ENSMUSG00000041845	Rhod	ras homolog family member D
100124685	NA	Trbv20	T cell receptor beta, variable 20
100124686	NA	Trbv21	T cell receptor beta, variable 21
100124688	NA	Trbv23	T cell receptor beta, variable V23
225876	ENSMUSG00000054611	Kdm2a	lysine (K)-specific demethylase 2A
110315	NA	Trbv26	T cell receptor beta, variable 26
100124699	NA	Trbv30	T cell receptor beta, variable 30
22074	ENSMUSG00000054106	Try4	trypsin 4
103964	ENSMUSG00000036938	Try5	trypsin 5
436522	ENSMUSG00000071521	Try10	trypsin 10
22073	ENSMUSG00000071519	Prss3	protease, serine 3
436523	ENSMUSG00000058119	Gm5771	predicted gene 5771
386551	ENSMUSG00000059014	Gm5409	predicted pseudogene 5409
100040233	ENSMUSG00000071517	Gm10334	predicted gene 10334
114228	ENSMUSG00000062751	Prss1	protease, serine 1 (trypsin 1)
100861921	NA	NA	NA
100125246	NA	Trbd1	T cell receptor beta, D region 1
100861918	NA	NA	NA
100125249	NA	Trbj1-2	T cell receptor beta joining 1-2
